NO,Name,N1,N2,N3,N4,N5,N6,N7,N8
5811,복숭아에이드 20oz(맘사이즈)맘스터치,291,0,0,0,26,53,0,0
5812,오리지널치킨KFC,271,0,20,0,544,0,0,4.2
5813,핫크리스피치킨KFC,264,0,22,0,455,0,0,4.3
5814,갓양념치킨KFC,261,0,27,0,504,6,0,3.5
5815,블랙라벨치킨KFC,264,0,21,0,379,0,0,5.2
5816,핫칠리씨치킨KFC,283,0,29,0,531,9,0,3.8
5817,징거버거KFC,389,0,51,0,774,2,0,4.9
5818,타워버거KFC,584,0,57,0,1256,6,0,9
5819,트위스터KFC,379,0,17,0,915,2,0,4.8
5820,징거더블다운맥스KFC,792,0,59,0,1642,4,0,14.9
5821,핫치즈징거버거KFC,501,0,30,0,1029,4,0,7
5822,치킨불고기버거KFC,332,0,12,0,768,7,0,4.5
5823,블랙라벨폴인치즈버거KFC,711,0,32,0,1240,13,0,15.9
5824,블랙라벨클래식버거KFC,606,0,26,0,814,13,0,8.5
5825,트리플리치오리지널버거KFC,580,0,33,0,1237,16,0,9
5826,오리지널타워버거KFC,579,0,32,0,1229,5,0,8.3
5827,블랙라벨에그타워버거KFC,811,0,32,0,1176,11,0,14
5828,코울슬로KFC,139,0,1,0,190,15,0,1.9
5829,콘샐러드KFC,149,0,2,0,180,5,0,2.8
5830,에그타르트KFC,215,0,3,0,105,8,0,8.5
5831,콘타르트KFC,156,0,2,0,205,7,0,4.9
5832,뉴 비스켓KFC,270,0,4,0,327,7,0,8.8
5833,텐더떡볶이KFC,418,0,12,0,279,15,0,0.9
5834,치킨너겟KFC,48,0,3,0,101,0,0,0.8
5835,후렌치후라이(M)KFC,291,0,4,0,333,0,0,3.1
5836,후렌치후라이(L)KFC,399,0,6,0,456,0,0,4.2
5837,치즈후렌치후라이KFC,319,0,5,0,464,1,0,4
5838,올쉐킷(치즈)KFC,528,0,12,0,948,4,0,6
5839,텐더KFC,72,0,7,0,279,0,0,0.9
5840,오징어바이트KFC,76,0,1,0,46,0,0,0
5841,핫윙KFC,70,0,3,0,126,0,0,1.1
5842,롱치즈스틱KFC,131,0,10,0,250,2,0,3.9
5843,텐더스틱KFC,119,0,8,0,290,0,0,1.5
5844,아이스크림KFC,98,0,2,0,26,19,0,0.2
5845,닭똥집튀김KFC,159,0,10,0,427,2,0,1
5846,매콤치킨바KFC,46,0,2,0,119,0,0,1
5847,생맥주KFC,157,0,2,0,38,0,0,0
5848,망고주스KFC,91,0,7,0,18,19,0,0
5849,아메리카노KFC,39,0,1,0,0,0,0,0
5850,아이스 아메리카노KFC,43,0,1,0,0,0,0,0
5851,라떼KFC,124,0,3,0,78,4,0,7.1
5852,아이스라떼KFC,131,0,3,0,82,4,0,7.5
5853,핫초코KFC,105,0,1,0,30,16,0,1.9
5854,아이스초코KFC,131,0,1,0,37,21,0,2.4
5855,코리안라떼KFC,58,0,1,0,11,12,0,0
5856,코리안라떼아이스KFC,75,0,1,0,14,15,0,0
5857,밀크티KFC,62,0,1,0,41,7,0,2
5858,밀크티아이스KFC,62,0,1,0,41,7,0,2
5859,맥주425mlKFC,157,0,2,0,38,0,0,0
5860,콤비네이션 피자피자나라치킨공주,372,0,19,0,579,8,0,7
5861,크리미 어니언 피자피자나라치킨공주,356,0,19,0,827,4,0,5
5862,스위트 불고기 피자피자나라치킨공주,370,0,21,0,1154,8,0,6
5863,더블 포테이토 피자피자나라치킨공주,371,0,16,0,852,6,0,7
5864,고구마피자피자나라치킨공주,344,0,18,0,912,20,0,4
5865,핫리치피자피자나라치킨공주,343,0,13,0,1061,9,0,3
5866,페퍼로니피자피자나라치킨공주,434,0,23,0,1187,4,0,10
5867,치즈피자피자나라치킨공주,402,0,20,0,924,4,0,7
5868,갈릭앤갈릭피자피자나라치킨공주,416,0,26,0,707,5,0,6
5869,트리플 바비큐피자피자나라치킨공주,383,0,22,0,867,9,0,6
5870,골든치즈볼피자피자나라치킨공주,460,0,20,0,771,6,0,10
5871,통새우 불고기피자피자나라치킨공주,329,0,20,0,608,8,0,7
5872,황금커리피자피자피자나라치킨공주,395,0,20,0,776,8,0,8
5873,후라이드 치킨피자나라치킨공주,435,0,35,0,654,2,0,7
5874,양념 치킨피자나라치킨공주,443,0,26,0,893,19,0,6
5875,탄두리커리 치킨피자나라치킨공주,408,0,28,0,783,6,0,6
5876,허니갈릭 치킨피자나라치킨공주,426,0,28,0,648,10,0,6
5877,페퍼간장 치킨피자나라치킨공주,374,0,30,0,824,3,0,6
5878,치즈 크리스피 치킨피자나라치킨공주,456,0,34,0,779,3,0,8
5879,스윗콤보 치킨피자나라치킨공주,404,0,27,0,698,12,0,5
5880,맵고마 치킨피자나라치킨공주,431,0,24,0,756,12,0,6
5881,고추깐풍 치킨피자나라치킨공주,446,0,31,0,713,9,0,5
5882,순살 쉬림프골드 치킨피자나라치킨공주,387,0,18,0,1082,16,0,4
5883,순살닭다리 치킨피자나라치킨공주,479,0,28,0,1169,1,0,7
5884,순살화이트 어니언 치킨피자나라치킨공주,335,0,15,0,615,5,0,7
5885,푸실리 스파게티피자나라치킨공주,625,0,39,0,1753,9,0,5
5886,스틱팩 (치즈스틱)피자나라치킨공주,72,0,2,0,151,0,0,1
5887,스트링치즈 (m)피자나라치킨공주,249,0,16,0,504,1,0,7
5888,스트링치즈 (L)피자나라치킨공주,272,0,17,0,550,1,0,8
5889,뽀빠이 식스팩 메이플 바이츠던킨도너츠,250,0,3,0,290,9,0,6
5890,도와줘요 뽀빠이! 올리브 츄이스티던킨도너츠,220,0,1,0,210,10,0,4.7
5891,스키피 피넛버터 스트로베리던킨도너츠,305,0,4,0,332,12,0,9
5892,스키피 피넛버터 츄이스티던킨도너츠,245,0,3,0,200,10,0,4.5
5893,스키피 피넛버터 먼치킨던킨도너츠,185,0,3,0,194,8,0,5
5894,맛있구마! 자색 고구마 필드던킨도너츠,200,0,3,0,160,9,0,4.1
5895,맛있구마! 못난이 자색 고구마링던킨도너츠,210,0,3,0,153,6,0,5
5896,가을을 속삭이는 밤던킨도너츠,365,0,4,0,210,11,0,9
5897,버터 올드훼션드 먼치킨던킨도너츠,265,0,3,0,175,6,0,6
5898,노르망디 버터밀크바던킨도너츠,290,0,2,0,130,19,0,8
5899,노르망디 버터크림필드던킨도너츠,255,0,3,0,303,7,0,8
5900,솔티드 카라멜 필드던킨도너츠,210,0,3,0,293,7,0,4.5
5901,솔티드 카라멜 앤 피넛던킨도너츠,260,0,4,0,290,11,0,7
5902,흑당 쫄킹던킨도너츠,205,0,1,0,300,7,0,5
5903,옥수로 잘익은 콘트위스트던킨도너츠,300,0,3,0,310,7,0,8
5904,옥수로 맛있는 콘바이츠던킨도너츠,210,0,3,0,280,7,0,4.3
5905,허쉬 초코 먼치킨던킨도너츠,200,0,3.5,0,200,10,0,6
5906,올드훼션드 먼치킨던킨도너츠,265,0,3,0,175,6,0,6
5907,더 쫄깃한 치즈 츄이스티던킨도너츠,210,0,1,0,244,10,0,4.7
5908,상큼한 봄딸기 비스켓던킨도너츠,361,0,4,0,335,20,0,12
5909,보스톤 크림던킨도너츠,250,0,3,0,280,9,0,7
5910,올드훼션드 글레이즈드던킨도너츠,280,0,2,0,130,17,0,9
5911,던킨 글레이즈드던킨도너츠,210,0,3,0,300,7,0,7
5912,올리브 츄이스티던킨도너츠,220,0,1,0,210,10,0,4.7
5913,카푸치노 츄이스티던킨도너츠,225,0,1,0,170,12,0,3.8
5914,사랑에 빠진 하트던킨도너츠,265,0,4,0,304,12,0,8
5915,던킨 카페모카롤던킨도너츠,310,0,4,0,470,14,0,6
5916,허니후리터던킨도너츠,310,0,5,0,470,14,0,6
5917,아몬드초코크런치던킨도너츠,245,0,3,0,300,5,0,7
5918,카카오하니딥던킨도너츠,240,0,3,0,320,15,0,7
5919,허니찹쌀스틱던킨도너츠,250,0,2,0,340,9,0,4.8
5920,카카오 후로스티드던킨도너츠,220,0,3,0,220,6,0,7
5921,블루베리필드던킨도너츠,200,0,3,0,330,8,0,4
5922,바바리안필드던킨도너츠,215,0,3,0,310,8,0,4.4
5923,스트로베리필드던킨도너츠,235,0,3,0,310,11,0,4.1
5924,스트로베리 먼치킨던킨도너츠,195,0,2,0,250,10,0,4
5925,오리지널케익먼치킨던킨도너츠,235,0,3,0,260,12,0,5
5926,카카오하니딥먼치킨던킨도너츠,245,0,3,0,330,13,0,5
5927,바바리안먼치킨던킨도너츠,190,0,3,0,260,8,0,4
5928,멀티그레인 베이글던킨도너츠,320,0,11,0,415,6,0,0.7
5929,소시지 인 치즈 베이글던킨도너츠,255,0,12,0,730,2,0,4.4
5930,치즈 인 치즈 베이글던킨도너츠,190,0,9,0,550,4,0,1.8
5931,블루베리베이글던킨도너츠,345,0,10,0,330,11,0,1.1
5932,플레인베이글던킨도너츠,305,0,10,0,460,6,0,0.5
5933,스키피 피넛버터 머핀던킨도너츠,425,0,9,0,497,25,0,4.6
5934,녹차 초코칩 머핀던킨도너츠,430,0,6,0,467,26,0,6
5935,아메리칸 콘 브레드던킨도너츠,235,0,5,0,336,15,0,1.2
5936,카카오팬브라우니던킨도너츠,340,0,4,0,320,24,0,4.7
5937,비프칠리핫도그던킨도너츠,430,0,19,0,841,7,0,10
5938,브리오슈핫도그던킨도너츠,480,0,20,0,1005,11,0,10
5939,페스츄리 그릴드치즈던킨도너츠,440,0,13,0,853,9,0,13
5940,웨이크업랩던킨도너츠,200,0,9,0,563,2,0,4
5941,떠먹는 떡볶이 도넛던킨도너츠,495,0,13,0,1001,21,0,10
5942,페스츄리 크로크무슈던킨도너츠,600,0,22,0,1256,12,0,17
5943,치킨 머쉬룸 플랫브레드던킨도너츠,425,0,26,0,912,5,0,8
5944,스파이시 치킨 치아바타던킨도너츠,510,0,23,0,850,5,0,7
5945,베이컨에그 잉글리쉬머핀던킨도너츠,280,0,14,0,754,3,0,5
5946,햄에그 잉글리쉬머핀던킨도너츠,235,0,14,0,704,1,0,3
5947,그릭슈바인소시지로만든모짜렐라핫도그던킨도너츠,260,0,8,0,450,7,0,4
5948,(앳홈)그릭슈바인 소시지로 만든 핫도그던킨도너츠,270,0,7,0,380,7,0,4.9
5949,(앳홈) 크림치즈프렛즐던킨도너츠,250,0,7,0,310,5,0,3
5950,(앳홈) 치킨퀘사디아던킨도너츠,190,0,13,0,640,2,0,3
5951,(앳홈) 스파이시 치킨 브리또던킨도너츠,260,0,15,0,880,3,0,3.5
5952,아메리카노(R)던킨도너츠,10,0,0,0,10,0,0,0
5953,아메리카노(S)던킨도너츠,10,0,0,0,11,0,0,0
5954,아이스 아메리카노(R)던킨도너츠,15,0,0,0,13,0,0,0
5955,아이스 아메리카노(S)던킨도너츠,10,0,0,0,10,0,0,0
5956,카페라떼(R)던킨도너츠,210,0,10,0,165,14,0,8
5957,카페라떼(S)던킨도너츠,160,0,7,0,125,10,0,6
5958,아이스 카페라떼(R)던킨도너츠,145,0,6,0,113,9,0,5
5959,아이스 카페라떼(S)던킨도너츠,100,0,4,0,81,6,0,4
5960,카푸치노(R)던킨도너츠,190,0,8,0,148,12,0,7
5961,카푸치노(S)던킨도너츠,145,0,7,0,115,10,0,5
5962,카페모카(R)던킨도너츠,440,0,10,0,165,20,0,17
5963,카페모카(S)던킨도너츠,350,0,8,0,126,16,0,15
5964,아이스 카페모카(R)던킨도너츠,375,0,8,0,130,17,0,15
5965,아이스 카페모카(S)던킨도너츠,310,0,6,0,98,13,0,14
5966,카라멜마끼아또(R)던킨도너츠,340,0,10,0,224,39,0,5
5967,카라멜마끼아또(S)던킨도너츠,235,0,7,0,157,27,0,4.8
5968,아이스 카라멜마끼아또(R)던킨도너츠,380,0,8,0,179,36,0,14
5969,아이스 카라멜마끼아또(S)던킨도너츠,295,0,6,0,128,26,0,12
5970,아이스 바닐라라떼(R)던킨도너츠,375,0,7,0,201,37,0,13
5971,아이스 바닐라라떼(S)던킨도너츠,280,0,5,0,144,23,0,12
5972,폼나는 콜드브루 아메리카노 (R)던킨도너츠,40,0,1,0,14,4,0,0.7
5973,코코넛 콜드브루 라떼던킨도너츠,210,0,5,0,94,15,0,8
5974,코코넛 콜드브루 크러쉬던킨도너츠,355,0,5,0,90,26,0,12
5975,콜드브루 아메리카노(R)던킨도너츠,15,0,0,0,0,0,0,0
5976,콜드브루 아메리카노(S)던킨도너츠,10,0,0,0,0,0,0,0
5977,콜드브루 라떼(R)던킨도너츠,135,0,6,0,93,8,0,4.6
5978,콜드브루 라떼(S)던킨도너츠,100,0,5,0,75,7,0,3.8
5979,콜드브루 허니라떼(R)던킨도너츠,200,0,6,0,94,26,0,4.6
5980,콜드브루 허니라떼(S)던킨도너츠,165,0,5,0,76,22,0,3.8
5981,콜드브루 보틀던킨도너츠,25,0,1,0,0,0,0,0
5982,폼나는 메종드 카라멜던킨도너츠,275,0,7,0,131,33,0,6
5983,폼나는 롱비치블루 아메리카노®던킨도너츠,45,0,1,0,14,4,0,0.7
5984,롱비치블루 아이스 바닐라라떼(S)던킨도너츠,215,0,6,0,158,24,0,4.6
5985,롱비치블루 아이스 카페모카(S)던킨도너츠,345,0,7,0,125,28,0,14
5986,롱비치블루 카라멜마끼아또(S)던킨도너츠,235,0,7,0,143,27,0,4.6
5987,롱비치블루 아이스 카페라떼(S)던킨도너츠,140,0,6,0,98,9,0,4.9
5988,롱비치블루 아이스 아메리카노(S)던킨도너츠,10,0,0,0,0,0,0,0.1
5989,롱비치블루 바닐라라떼(S)던킨도너츠,245,0,7,0,178,26,0,6
5990,롱비치블루 카페모카(S)던킨도너츠,370,0,9,0,145,30,0,15
5991,롱비치블루 아이스 카라멜마끼아또(S)던킨도너츠,230,0,6,0,140,27,0,4.5
5992,롱비치블루 카푸치노(S)던킨도너츠,150,0,7,0,105,10,0,5
5993,롱비치블루 카페라떼(S)던킨도너츠,170,0,1,0,0,0,0,0.1
5994,롱비치블루 아메리카노(S)던킨도너츠,15,0,0,0,0,0,0,0.1
5995,딸기 요거트 스무디던킨도너츠,310,0,6,0,95,52,0,3.5
5996,플레인 요거트 스무디던킨도너츠,350,0,9,0,141,58,0,4
5997,스트로베리 바나나 쿨라타(R)던킨도너츠,230,0,0,0,8,53,0,0
5998,스트로베리 바나나 쿨라타(S)던킨도너츠,190,0,0,0,7,43,0,0
5999,오렌지 망고 쿨라타(R)던킨도너츠,230,0,0,0,6,54,0,0
6000,오렌지 망고 쿨라타(S)던킨도너츠,190,0,0,0,5,44,0,0
6001,청포도 봉봉 쿨라타(R)던킨도너츠,170,0,0,0,26,40,0,0
6002,청포도 봉봉 쿨라타(S)던킨도너츠,140,0,0,0,22,33,0,0
6003,허니딸기라떼던킨도너츠,270,0,5,0,79,45,0,4
6004,딸기 스무디던킨도너츠,250,0,2,0,40,56,0,0
6005,망고 스무디던킨도너츠,190,0,1,0,35,44,0,0
6006,미숫가루 크러쉬(S)던킨도너츠,297,0,7,0,93,34,0,4
6007,블랙버블 미숫가루 크러쉬(S)던킨도너츠,381,0,7,0,103,45,0,4
6008,허쉬 모카 던카치노(S)던킨도너츠,330,0,4,0,58,38,0,10
6009,블랙버블 허쉬 크러쉬(S)던킨도너츠,465,0,4,0,281,46,0,11
6010,깔라만시 크러쉬던킨도너츠,180,0,0,0,4,42,0,0
6011,제주감귤 아이스 크러쉬던킨도너츠,230,0,0,0,0,43,0,0
6012,수박 크러쉬(S)던킨도너츠,150,0,2,0,20,35,0,0
6013,카라멜 던카치노(S)던킨도너츠,300,0,4,0,205,36,0,5
6014,레몬에이드(R)던킨도너츠,220,0,0,0,25,52,0,0.2
6015,자몽 에이드(R)던킨도너츠,190,0,0,0,25,43,0,0
6016,아이스티 복숭아(R)던킨도너츠,195,0,0,0,2,47,0,0
6017,아이스티 복숭아(S)던킨도너츠,170,0,0,0,2,41,0,0
6018,미숫가루 라떼(S)던킨도너츠,335,0,10,0,150,34,0,6.9
6019,제주 청귤 블렌딩 티(S)던킨도너츠,200,0,0,0,2,43,0,0
6020,폼나는 아이스 밀크티 (R)던킨도너츠,207,0,6,0,105,37,0,5
6021,폼나는 아이스 그린티 라떼 (R)던킨도너츠,195,0,6,0,107,22,0,5
6022,블랙버블 라떼던킨도너츠,310,0,4,0,95,33,0,3.8
6023,블랙버블 밀크티던킨도너츠,275,0,3,0,80,36,0,2.5
6024,퍼스트브레이크던킨도너츠,0,0,0,0,0,0,0,0
6025,런마테던킨도너츠,0,0,0,0,0,0,0,0
6026,유자 블렌딩티(S)던킨도너츠,185,0,0,0,2,42,0,0
6027,레몬 블렌딩티(S)던킨도너츠,255,0,0,0,2,53,0,0
6028,핫초코(R)던킨도너츠,480,0,13,0,179,43,0,10
6029,핫초코(S)던킨도너츠,375,0,10,0,143,34,0,8
6030,아이스 초코(R)던킨도너츠,360,0,10,0,141,36,0,7
6031,아이스 초코(S)던킨도너츠,280,0,8,0,114,26,0,6
6032,밀크티 라떼(R)던킨도너츠,350,0,11,0,247,39,0,9
6033,밀크티 라떼(S)던킨도너츠,290,0,8,0,202,33,0,7
6034,아이스 밀크티 라떼 (S)던킨도너츠,240,0,6,0,162,32,0,5
6035,아이스 밀크티 라떼(R)던킨도너츠,285,0,6,0,192,39,0,5
6036,그린티 라떼(R)던킨도너츠,305,0,11,0,181,32,0,9
6037,그린티라떼(S)던킨도너츠,245,0,9,0,245,26,0,7
6038,아이스 그린티 라떼(R)던킨도너츠,195,0,6,0,105,22,0,5
6039,아이스 그린티 라떼(S)던킨도너츠,165,0,6,0,94,18,0,5
6040,바닐라라떼(R)던킨도너츠,420,0,9,0,236,40,0,15
6041,바닐라라떼(S)던킨도너츠,320,0,6,0,173,25,0,13
6042,코코넛앤망고 스노우 빙수던킨도너츠,385,0,1,0,31,72,0,3.8
6043,밀크 스노우 빙수던킨도너츠,605,0,16,0,251,81,0,3.9
6044,아이스 요거트던킨도너츠,112,0,1,0,25,18,0,2.3
6045,아이스 블루던킨도너츠,64,0,0,0,2,16,0,0
6046,아이스 초코치노던킨도너츠,150,0,2.8,0,50,9,0,4.3
6047,아이스 라떼던킨도너츠,130,0,2.5,0,40,7,0,3.6
6048,아이스 바닐라던킨도너츠,140,0,2.7,0,25,7,0,3.8
6049,아이스 바닐라던킨도너츠,20,0,1,0,6,4,0,0
6050,모닝콤보 오렌지 주스던킨도너츠,88,0,0,0,27,19,0,0
6051,아이스 맨하탄 드립 커피(R)던킨도너츠,20,0,1,0,5,3,0,0
6052,아이스 맨하탄 드립 커피(S)던킨도너츠,15,0,0,0,4,3,0,0
6053,첼시바이브 아메리카노 (S)던킨도너츠,15,0,0,0,0,0,0,0
6054,첼시바이브 아이스아메리카노 (S)던킨도너츠,10,0,1,0,0,0,0,0
6055,첼시바이브 아이스카페라떼 (S)던킨도너츠,125,0,6,0,88,8,0,4
6056,첼시바이브 카푸치노 (S)던킨도너츠,150,0,7,0,105,10,0,5
6057,첼시바이브 카페라떼 (S)던킨도너츠,170,0,8,0,123,11,0,6
6058,연유 버터 라우겐뚜레쥬르,470,0,7,0,560,12,0,18
6059,볼매 연유크림 브레드뚜레쥬르,455,0,7,0,260,20,0,17
6060,옥수수 범벅뚜레쥬르,310,0,6,0,250,11,0,11
6061,고메 미트볼 고로케뚜레쥬르,350,0,7,0,310,17,0,7
6062,골든 고구마 패스트리뚜레쥬르,505,0,11,0,430,27,0,12
6063,반반모스뚜레쥬르,1680,0,59,0,630,104,0,58
6064,황금파이만주뚜레쥬르,305,0,4,0,200,10,0,12
6065,오리지날 뺑오레쟁뚜레쥬르,390,0,8,0,320,20,0,9
6066,바통쉬크레뚜레쥬르,595,0,10,0,430,29,0,18
6067,크리스피쇼콜라뚜레쥬르,515,0,7,0,320,22,0,24
6068,갈릭퐁당브레드 (소)뚜레쥬르,615,0,10,0,580,22,0,22
6069,갈릭퐁당브레드 (대)뚜레쥬르,1195,0,20,0,1110,43,0,42
6070,초코호두 브리오쉬뚜레쥬르,365,0,7,0,210,14,0,11
6071,흑미 찹쌀 토스트 식빵뚜레쥬르,1050,0,31,0,1710,24,0,2
6072,고메버터식빵뚜레쥬르,1035,0,25,0,1190,25,0,25
6073,통우유식빵뚜레쥬르,270,0,8,0,450,9,0,3.8
6074,통우유식빵(Half)뚜레쥬르,225,0,6,0,380,8,0,3.1
6075,흑심 품은 맘모스 (소)뚜레쥬르,535,0,13,0,310,38,0,9
6076,사르르 고구마 케이크 빵뚜레쥬르,385,0,7,0,260,27,0,12
6077,달콤한 흑당 꿀 도넛 (3개입)뚜레쥬르,570,0,9,0,940,19,0,8
6078,베리베리 건강브레드 (소)뚜레쥬르,280,0,7,0,400,10,0,0.6
6079,생크림 만난 마롱 브레드뚜레쥬르,455,0,9,0,360,21,0,13
6080,베리베리 건강브레드 (대)뚜레쥬르,280,0,7,0,400,11,0,0.6
6081,초코칩트위스트뚜레쥬르,325,0,6,0,280,12,0,11
6082,고소하고 쫄깃한 찹쌀브레드뚜레쥬르,255,0,6,0,270,10,0,2.8
6083,슈크림소보로뚜레쥬르,510,0,10,0,330,26,0,16
6084,새콤달콤 유자파이뚜레쥬르,365,0,6,0,370,9,0,12
6085,라우겐(2개입)뚜레쥬르,430,0,13,0,1070,6,0,0.8
6086,흑심 품은 맘모스 (대)뚜레쥬르,1075,0,25,0,620,76,0,19
6087,생크림 듬뿍 망고 패스트리뚜레쥬르,330,0,5,0,200,22,0,9
6088,요거크림 듬뿍 블루베리 패스트리뚜레쥬르,325,0,5,0,210,18,0,10
6089,크림 듬뿍 파이슈뚜레쥬르,455,0,7,0,260,21,0,17
6090,NEW정통고로케뚜레쥬르,315,0,8,0,370,4,0,4.3
6091,NEW김치고로케뚜레쥬르,375,0,8,0,360,6,0,5
6092,NEW바베큐치킨고로케뚜레쥬르,360,0,9,0,380,10,0,4.7
6093,치킨마요브레드뚜레쥬르,365,0,15,0,600,7,0,6
6094,부추잡채고로케뚜레쥬르,320,0,6,0,350,4,0,4.5
6095,골든피치패스트리뚜레쥬르,405,0,8,0,290,27,0,10
6096,청포도패스트리뚜레쥬르,215,0,4,0,150,14,0,5
6097,TLJ 옥수수 듬뿍 옥수수식빵뚜레쥬르,950,0,25,0,1110,26,0,10
6098,소금버터빵뚜레쥬르,320,0,5,0,460,4,0,13
6099,빵속에리얼초코뚜레쥬르,200,0,5,0,180,6,0,6
6100,아몬드보스톡뚜레쥬르,300,0,5,0,160,18,0,7
6101,카라멜러스크뚜레쥬르,270,0,4,0,170,12,0,10
6102,NEW고소한후랑크소시지뚜레쥬르,285,0,11,0,550,8,0,6
6103,NEW어니언소시지포카치아뚜레쥬르,490,0,10,0,420,17,0,11
6104,크림가득 인절미 브레드뚜레쥬르,615,0,12,0,350,26,0,18
6105,오리지널뺑오쇼콜라뚜레쥬르,230,0,5,0,190,12,0,5
6106,NEW단팥소보로뚜레쥬르,410,0,11,0,260,32,0,3.4
6107,신선함이 가득한 11시 생크림식빵뚜레쥬르,240,0,7,0,440,6,0,3.1
6108,탕종법으로 만든 쫄깃한 식빵뚜레쥬르,170,0,5,0,310,4,0,1.1
6109,후레쉬 크림빵뚜레쥬르,265,0,6,0,300,11,0,6
6110,쫄깃한 찹쌀도넛뚜레쥬르,275,0,5,0,320,19,0,1.9
6111,호두 연유 바게트뚜레쥬르,750,0,18,0,980,14,0,11
6112,한입쏘옥 크림치즈파이뚜레쥬르,130,0,1,0,90,3,0,6
6113,오리지널 크라상뚜레쥬르,260,0,4,0,470,6,0,10
6114,프랑보아즈 아몬드 크라상뚜레쥬르,450,0,7,0,260,25,0,12
6115,밤이 듬뿍 맘모스(소)뚜레쥬르,645,0,11,0,300,47,0,13
6116,통큰양파빵뚜레쥬르,605,0,17,0,810,17,0,11
6117,퀸즈 브리오쉬 브레드뚜레쥬르,885,0,19,0,910,53,0,23
6118,담백하고쫄깃한탕종브레드뚜레쥬르,165,0,5,0,300,4,0,1.1
6119,핫도그패스트리뚜레쥬르,345,0,13,0,790,12,0,5
6120,밤이 듬뿍 맘모스(대)뚜레쥬르,1290,0,23,0,610,93,0,27
6121,오리지널 생크림 크라상뚜레쥬르,305,0,4,0,250,6,0,13
6122,카페모카빵(소)뚜레쥬르,460,0,10,0,380,17,0,10
6123,스윗 갈릭킹뚜레쥬르,405,0,5,0,350,17,0,15
6124,"겉은바삭, 속은 촉촉한 플레인스콘뚜레쥬르",295,0,6,0,240,9,0,8
6125,"겉은바삭, 속은 촉촉한 쇼콜라스콘뚜레쥬르",300,0,6,0,220,9,0,8
6126,낙엽소시지브레드뚜레쥬르,360,0,13,0,650,7,0,8
6127,동글동글순치즈뚜레쥬르,310,0,7,0,330,17,0,10
6128,카페 카야번뚜레쥬르,330,0,7,0,300,20,0,7
6129,순우유브레드뚜레쥬르,435,0,10,0,460,20,0,10
6130,뉴패스트리도넛뚜레쥬르,190,0,3,0,210,7,0,4.4
6131,맘모스빵 (소)뚜레쥬르,450,0,9,0,460,23,0,10
6132,땅콩크림밀크브레드뚜레쥬르,260,0,6,0,230,8,0,6
6133,허니밀크브레드뚜레쥬르,875,0,18,0,860,47,0,18
6134,순꿀 호떡뚜레쥬르,210,0,4,0,170,17,0,1.8
6135,추억의 옥수수소보로뚜레쥬르,405,0,9,0,320,8,0,13
6136,NEW 빵 속에 순치즈뚜레쥬르,240,0,6,0,310,6,0,7
6137,한겹한겹 촉촉한 밀크브레드뚜레쥬르,445,0,10,0,420,25,0,7
6138,NEW 빵 속에 순우유뚜레쥬르,185,0,5,0,250,9,0,3.4
6139,순 애플링뚜레쥬르,555,0,13,0,580,25,0,12
6140,쫄깃한 치즈스틱뚜레쥬르,210,0,4,0,350,3,0,4.8
6141,크랜베리애플크림치즈뚜레쥬르,240,0,5,0,300,10,0,5
6142,겹겹이 밀크롤인뚜레쥬르,63,0,2,0,58,3,0,0.6
6143,크림치즈브레드뚜레쥬르,245,0,6,0,320,9,0,6
6144,잡곡고구마찹쌀브레드뚜레쥬르,695,0,16,0,840,49,0,7
6145,메론빵뚜레쥬르,260,0,6,0,250,13,0,4.8
6146,NEW 블루베리 크림치즈뚜레쥬르,235,0,6,0,320,8,0,4.6
6147,카페모카빵(대)뚜레쥬르,925,0,21,0,760,34,0,20
6148,단팥앙금롤브레드뚜레쥬르,925,0,25,0,700,58,0,11
6149,동글동글순우유롤뚜레쥬르,1250,0,26,0,1340,41,0,31
6150,부드러운후레쉬크림샌드빵뚜레쥬르,275,0,4,0,280,11,0,9
6151,깨찰빵뚜레쥬르,180,0,2,0,210,2,0,3.1
6152,맘모스빵(대)뚜레쥬르,860,0,17,0,890,43,0,19
6153,진짜고소한땅콩크림빵뚜레쥬르,350,0,9,0,240,9,0,10
6154,호두가오독오독씹히는단팥빵뚜레쥬르,435,0,11,0,300,28,0,3.8
6155,땅콩크림소보로뚜레쥬르,465,0,8,0,290,21,0,16
6156,연유크림만난단팥빵뚜레쥬르,340,0,9,0,320,21,0,4.8
6157,행복한바나나뚜레쥬르,240,0,6,0,270,15,0,3.2
6158,초코가나슈크림빵뚜레쥬르,270,0,5,0,260,28,0,2.5
6159,슈크림빵뚜레쥬르,260,0,6,0,220,14,0,4.6
6160,단팥빵뚜레쥬르,265,0,7,0,270,18,0,1.8
6161,소보로빵뚜레쥬르,315,0,6,0,260,16,0,9
6162,완두앙금빵뚜레쥬르,255,0,5,0,230,16,0,1.8
6163,초코소라빵뚜레쥬르,245,0,4,0,220,28,0,2.2
6164,까까웨뜨뚜레쥬르,325,0,5,0,220,11,0,11
6165,더블초코칩쿠키뚜레쥬르,160,0,0.7,0,95,11,0,2.8
6166,청키초코칩쿠키뚜레쥬르,155,0,0.7,0,95,11,0,2.8
6167,피넛버터쿠키뚜레쥬르,175,0,0.7,0,100,12,0,3.7
6168,겹겹이 치즈스틱뚜레쥬르,64,0,2,0,72,3,0,0.6
