NO,Name,N1,N2,N3,N4,N5,N6,N7,N8
4541,스페셜티 화이트모카드롭탑,345,0,10,11,120,0,0,0
4542,쿠키앤크림 드롭치노드롭탑,555,0,7,17,210,0,0,0
4543,스트로베리 요거트 드롭치노드롭탑,335,0,5,2,180,0,0,0
4544,블루베리 요거트 드롭치노드롭탑,470,0,6,11,60,0,0,0
4545,플레인요거트 드롭치노드롭탑,345,0,6,2,65,0,0,0
4546,그린티 드롭치노드롭탑,340,0,6,7,50,0,0,0
4547,그린티 드롭치노드롭탑,375,0,9,9,100,0,0,0
4548,모카 드롭치노드롭탑,360,0,8,11,130,0,0,0
4549,딸기주스드롭탑,245,0,2,0,0,0,0,0
4550,옐로우 펀치드롭탑,105,0,1,0,25,0,0,0
4551,그린 데이즈드롭탑,120,0,1,0,40,0,0,0
4552,오렌지 썸머드롭탑,135,0,1,0,70,0,0,0
4553,깔라만시 모히또드롭탑,150,0,0,0,10,0,0,0
4554,그린키위주스드롭탑,248,0,2,0,39,0,0,0
4555,딸기바나나 주스드롭탑,280,0,4,1.6,35,0,0,0
4556,토마토 주스드롭탑,185,0,2,0,59,0,0,0
4557,오렌지&자몽에이드드롭탑,110,0,1,0,7,0,0,0
4558,레몬에이드드롭탑,120,0,1,0,30,0,0,0
4559,자색고구마라떼드롭탑,440,0,9,11,75,0,0,0
4560,녹차라떼드롭탑,345,0,9,7,65,0,0,0
4561,밀크티드롭탑,295,0,10,7,85,0,0,0
4562,초콜릿라떼드롭탑,400,0,12,7,95,0,0,0
4563,아이스티 레몬드롭탑,135,0,0,0,0,0,0,0
4564,아이스티 복숭아드롭탑,155,0,0,0,0,0,0,0
4565,아이스티 석류드롭탑,125,0,0,0,0,0,0,0
4566,레몬차드롭탑,175,0,0,0,55,0,0,0
4567,제주 한라 녹차드롭탑,0,0,0,0,0,0,0,0
4568,한라봉차드롭탑,170,0,0,0,0,0,0,0
4569,자몽차드롭탑,145,0,0,0,10,0,0,0
4570,사과유자차드롭탑,130,0,0,0,95,0,0,0
4571,허브차_페퍼민트드롭탑,0,0,0,0,0,0,0,0
4572,허브차_캐모마일드롭탑,0,0,0,0,0,0,0,0
4573,홍차_얼그레이드롭탑,0,0,0,0,0,0,0,0
4574,단팥 아이스탑드롭탑,1150,0,40,15,400,0,0,0
4575,허니버터 크리스피볼드롭탑,860,0,17,19,690,0,0,0
4576,메이플 허니브레드드롭탑,915,0,17,30,1070,0,0,0
4577,갈릭치즈 크리스피볼드롭탑,875,0,26,17,940,0,0,0
4578,갈릭치즈 허니브레드드롭탑,840,0,32,20,1400,0,0,0
4579,프리미엄 블렌드 딥라떼 HOT할리스커피,141,0,7,0,100,9,0,5
4580,프리미엄 블렌드 딥라떼 ICED할리스커피,109,0,5,0,75,7,0,4
4581,인절미 크림라떼 HOT할리스커피,496,0,11,0,191,49,0,15
4582,인절미 크림라떼 ICED할리스커피,408,0,7,0,124,43,0,11
4583,리스트레또 딜라이트 HOT할리스커피,303,0,12,0,199,31,0,11
4584,리스트레또 딜라이트 ICED할리스커피,237,0,7,0,121,24,0,9
